Country,Demographics Question,Demographics Response,Question-cod,year,Value,SA
19,3,4,6,2013,0,1
19,3,5,6,2013,0,1
19,3,13,6,2013,0.6,1
19,4,7,2,2013,2.7,1
19,4,8,2,2013,5.8,1
19,4,15,2,2013,4.4,1
19,4,7,3,2013,0.6,1
19,4,8,3,2013,1.6,1
19,4,15,3,2013,1.1,1
19,4,7,5,2013,1.3,1
19,4,8,5,2013,3.3,1
19,4,15,5,2013,2,1
19,4,7,4,2013,1.6,1
19,4,8,4,2013,3.3,1
19,4,15,4,2013,2.1,1
19,4,7,6,2013,0.4,1
19,4,8,6,2013,0.9,1
19,4,15,6,2013,0.6,1
19,5,11,2,2013,4.6,1
19,5,14,2,2013,4,1
19,5,11,3,2013,1.2,1
19,5,14,3,2013,1,1
19,5,11,5,2013,2.3,1
19,5,14,5,2013,2.2,1
19,5,11,4,2013,2.8,1
19,5,14,4,2013,2.1,1
19,5,11,6,2013,0.9,1
19,5,14,6,2013,0.5,1
20,1,1,1,2014,0,0
20,1,2,1,2014,0,0
20,1,3,1,2014,0,0
20,2,6,1,2014,0,0
20,2,9,1,2014,0,0
20,2,10,1,2014,0,0
20,2,12,1,2014,0,0
20,3,4,1,2014,0,0
20,3,5,1,2014,0,0
20,3,13,1,2014,0,0
20,4,7,1,2014,0,0
20,4,8,1,2014,0,0
20,4,15,1,2014,0,0
20,5,11,1,2014,0,0
20,5,14,1,2014,0,0
20,1,1,2,2014,0,0
20,1,2,2,2014,0,0
20,1,3,2,2014,0,0
20,1,1,3,2014,0,0
20,1,2,3,2014,0,0
20,1,3,3,2014,0,0
20,1,1,5,2014,0,0
20,1,2,5,2014,0,0
20,1,3,5,2014,0,0
20,1,1,4,2014,0,0
20,1,2,4,2014,0,0
20,1,3,4,2014,0,0
20,1,1,6,2014,0,0
20,1,2,6,2014,0,0
20,1,3,6,2014,0,0
20,2,6,2,2014,0,0
20,2,9,2,2014,0,0
20,2,10,2,2014,0,0
20,2,12,2,2014,0,0
20,2,6,3,2014,0,0
20,2,9,3,2014,0,0
20,2,10,3,2014,0,0
20,2,12,3,2014,0,0
20,2,6,5,2014,0,0
20,2,9,5,2014,0,0
20,2,10,5,2014,0,0
20,2,12,5,2014,0,0
20,2,6,4,2014,0,0
20,2,9,4,2014,0,0
20,2,10,4,2014,0,0
20,2,12,4,2014,0,0
20,2,6,6,2014,0,0
20,2,9,6,2014,0,0
20,2,10,6,2014,0,0
20,2,12,6,2014,0,0
20,3,4,2,2014,0,0
20,3,5,2,2014,0,0
20,3,13,2,2014,0,0
20,3,4,3,2014,0,0
20,3,5,3,2014,0,0
20,3,13,3,2014,0,0
20,3,4,5,2014,0,0
20,3,5,5,2014,0,0
20,3,13,5,2014,0,0
20,3,4,4,2014,0,0
20,3,5,4,2014,0,0
20,3,13,4,2014,0,0
20,3,4,6,2014,0,0
20,3,5,6,2014,0,0
20,3,13,6,2014,0,0
20,4,7,2,2014,0,0
20,4,8,2,2014,0,0
20,4,15,2,2014,0,0
20,4,7,3,2014,0,0
20,4,8,3,2014,0,0
20,4,15,3,2014,0,0
20,4,7,5,2014,0,0
20,4,8,5,2014,0,0
20,4,15,5,2014,0,0
20,4,7,4,2014,0,0
20,4,8,4,2014,0,0
20,4,15,4,2014,0,0
20,4,7,6,2014,0,0
20,4,8,6,2014,0,0
20,4,15,6,2014,0,0
20,5,11,2,2014,0,0
20,5,14,2,2014,0,0
20,5,11,3,2014,0,0
20,5,14,3,2014,0,0
20,5,11,5,2014,0,0
20,5,14,5,2014,0,0
20,5,11,4,2014,0,0
20,5,14,4,2014,0,0
20,5,11,6,2014,0,0
20,5,14,6,2014,0,0
21,1,1,1,2002,0,0
21,1,2,1,2002,0,0
21,1,3,1,2002,0,0
21,2,6,1,2002,0,0
21,2,9,1,2002,0,0
21,2,10,1,2002,0,0
21,2,12,1,2002,0,0
21,3,4,1,2002,0,0
21,3,5,1,2002,0,0
21,3,13,1,2002,0,0
21,4,7,1,2002,0,0
21,4,8,1,2002,0,0
21,4,15,1,2002,0,0
21,5,11,1,2002,0,0
21,5,14,1,2002,0,0
21,1,1,2,2002,0,0
21,1,2,2,2002,0,0
21,1,3,2,2002,0,0
21,1,1,3,2002,0,0
21,1,2,3,2002,0,0
21,1,3,3,2002,0,0
21,1,1,5,2002,0,0
21,1,2,5,2002,0,0
21,1,3,5,2002,0,0
21,1,1,4,2002,0,0
21,1,2,4,2002,0,0
21,1,3,4,2002,0,0
21,1,1,6,2002,0,0
21,1,2,6,2002,0,0
21,1,3,6,2002,0,0
21,2,6,2,2002,0,0
21,2,9,2,2002,0,0
21,2,10,2,2002,0,0
21,2,12,2,2002,0,0
21,2,6,3,2002,0,0
21,2,9,3,2002,0,0
21,2,10,3,2002,0,0
21,2,12,3,2002,0,0
21,2,6,5,2002,0,0
21,2,9,5,2002,0,0
21,2,10,5,2002,0,0
21,2,12,5,2002,0,0
21,2,6,4,2002,0,0
21,2,9,4,2002,0,0
21,2,10,4,2002,0,0
21,2,12,4,2002,0,0
21,2,6,6,2002,0,0
21,2,9,6,2002,0,0
21,2,10,6,2002,0,0
21,2,12,6,2002,0,0
21,3,4,2,2002,0,0
21,3,5,2,2002,0,0
21,3,13,2,2002,0,0
21,3,4,3,2002,0,0
21,3,5,3,2002,0,0
21,3,13,3,2002,0,0
21,3,4,5,2002,0,0
21,3,5,5,2002,0,0
21,3,13,5,2002,0,0
21,3,4,4,2002,0,0
21,3,5,4,2002,0,0
21,3,13,4,2002,0,0
21,3,4,6,2002,0,0
21,3,5,6,2002,0,0
21,3,13,6,2002,0,0
21,4,7,2,2002,0,0
21,4,8,2,2002,0,0
21,4,15,2,2002,0,0
21,4,7,3,2002,0,0
21,4,8,3,2002,0,0
21,4,15,3,2002,0,0
21,4,7,5,2002,0,0
21,4,8,5,2002,0,0
21,4,15,5,2002,0,0
21,4,7,4,2002,0,0
21,4,8,4,2002,0,0
21,4,15,4,2002,0,0
21,4,7,6,2002,0,0
21,4,8,6,2002,0,0
21,4,15,6,2002,0,0
21,5,11,2,2002,0,0
21,5,14,2,2002,0,0
21,5,11,3,2002,0,0
21,5,14,3,2002,0,0
21,5,11,5,2002,0,0
21,5,14,5,2002,0,0
21,5,11,4,2002,0,0
21,5,14,4,2002,0,0
21,5,11,6,2002,0,0
21,5,14,6,2002,0,0
22,2,6,1,2006,1,0
22,1,2,1,2006,1.5,0
22,5,14,1,2006,1.8,0
22,4,7,1,2006,1.9,0
22,3,4,1,2006,2.5,0
22,1,3,1,2006,2.7,0
22,2,12,1,2006,2.8,0
22,4,15,1,2006,3,0
22,2,9,1,2006,4.1,0
22,5,11,1,2006,5.1,0
22,4,8,1,2006,5.3,0
22,3,13,1,2006,5.7,0
22,1,1,1,2006,6.1,0
22,3,5,1,2006,6.6,0
22,2,10,1,2006,6.8,0
22,1,1,2,2006,41.7,0
22,1,2,2,2006,21.9,0
22,1,3,2,2006,16.7,0
22,1,1,3,2006,30.5,0
22,1,2,3,2006,15.7,0
22,1,3,3,2006,11.6,0
22,1,1,5,2006,20.3,0
22,1,2,5,2006,9.9,0
22,1,3,5,2006,7.4,0
22,1,1,4,2006,21.5,0
22,1,2,4,2006,9,0
22,1,3,4,2006,6.9,0
22,1,1,6,2006,4.4,0
22,1,2,6,2006,2.6,0
22,1,3,6,2006,3.2,0
22,2,6,2,2006,10.4,0
22,2,9,2,2006,28,0
22,2,10,2,2006,40.9,0
22,2,12,2,2006,28.5,0
22,2,6,3,2006,7.7,0
22,2,9,3,2006,21.1,0
22,2,10,3,2006,30.6,0
22,2,12,3,2006,19.8,0
22,2,6,5,2006,4.1,0
22,2,9,5,2006,11.5,0
22,2,10,5,2006,21,0
22,2,12,5,2006,12.9,0
22,2,6,4,2006,5.1,0
22,2,9,4,2006,12.2,0
22,2,10,4,2006,21,0
22,2,12,4,2006,13.3,0
22,2,6,6,2006,1.5,0
22,2,9,6,2006,6.1,0
22,2,10,6,2006,6.3,0
22,2,12,6,2006,1.9,0
22,3,4,2,2006,24.8,0
22,3,5,2,2006,37.7,0
22,3,13,2,2006,38.1,0
22,3,4,3,2006,17.9,0
22,3,5,3,2006,26.8,0
22,3,13,3,2006,27.7,0
22,3,4,5,2006,11.6,0
22,3,5,5,2006,16.7,0
22,3,13,5,2006,18.5,0
22,3,4,4,2006,11.3,0
22,3,5,4,2006,21.4,0
22,3,13,4,2006,18.9,0
22,3,4,6,2006,3,0
22,3,5,6,2006,5.7,0
22,3,13,6,2006,4.2,0
22,4,7,2,2006,18.7,0
22,4,8,2,2006,37.3,0
22,4,15,2,2006,25.7,0
22,4,7,3,2006,13,0
22,4,8,3,2006,27.2,0
22,4,15,3,2006,19.4,0
22,4,7,5,2006,8.7,0
22,4,8,5,2006,17.9,0
22,4,15,5,2006,10.9,0
22,4,7,4,2006,7,0
22,4,8,4,2006,19.1,0
22,4,15,4,2006,10.9,0
22,4,7,6,2006,2.4,0
22,4,8,6,2006,4.1,0
22,4,15,6,2006,6.1,0
22,5,11,2,2006,35.5,0
22,5,14,2,2006,20.6,0
22,5,11,3,2006,26.1,0
22,5,14,3,2006,14.1,0
22,5,11,5,2006,17,0
22,5,14,5,2006,9.5,0
22,5,11,4,2006,17.4,0
22,5,14,4,2006,9.6,0
22,5,11,6,2006,4.2,0
22,5,14,6,2006,2.5,0
23,2,6,1,2016,3.2,0
23,5,14,1,2016,3.8,0
23,2,12,1,2016,5.3,0
23,3,13,1,2016,6.7,0
23,3,4,1,2016,7.7,0
23,1,2,1,2016,10.3,0
23,1,3,1,2016,11.2,0
23,4,8,1,2016,11.4,0
23,4,7,1,2016,11.5,0
23,2,10,1,2016,12.3,0
23,1,1,1,2016,13.1,0
23,5,11,1,2016,13.6,0
23,3,5,1,2016,14.3,0
23,2,9,1,2016,16.7,0
23,4,15,1,2016,19.8,0
23,1,1,2,2016,31.4,0
23,1,2,2,2016,23.4,0
23,1,3,2,2016,27.4,0
23,1,1,3,2016,18,0
23,1,2,3,2016,13.2,0
23,1,3,3,2016,16.4,0
23,1,1,5,2016,17,0
23,1,2,5,2016,14.8,0
23,1,3,5,2016,18.6,0
23,1,1,4,2016,21.8,0
23,1,2,4,2016,15.9,0
23,1,3,4,2016,19,0
23,1,1,6,2016,14.1,0
23,1,2,6,2016,11.4,0
23,1,3,6,2016,11.9,0
23,2,6,2,2016,11.2,0
23,2,9,2,2016,36,0
23,2,10,2,2016,29,0
23,2,12,2,2016,18,0
23,2,6,3,2016,5.5,0
23,2,9,3,2016,21.5,0
23,2,10,3,2016,17.4,0
23,2,12,3,2016,7.9,0
23,2,6,5,2016,5.6,0
23,2,9,5,2016,22.4,0
23,2,10,5,2016,17.7,0
23,2,12,5,2016,10.2,0
23,2,6,4,2016,7.5,0
23,2,9,4,2016,25.9,0
23,2,10,4,2016,19.3,0
23,2,12,4,2016,13,0
23,2,6,6,2016,4.3,0
23,2,9,6,2016,17.4,0
23,2,10,6,2016,13.3,0
23,2,12,6,2016,6.4,0
23,3,4,2,2016,17.5,0
23,3,5,2,2016,33.6,0
23,3,13,2,2016,20.9,0
23,3,4,3,2016,9.3,0
23,3,5,3,2016,19.9,0
23,3,13,3,2016,11.7,0
23,3,4,5,2016,10.6,0
23,3,5,5,2016,20.5,0
23,3,13,5,2016,11.5,0
23,3,4,4,2016,11.6,0
23,3,5,4,2016,23.4,0
23,3,13,4,2016,14.9,0
23,3,4,6,2016,8,0
23,3,5,6,2016,15.3,0
23,3,13,6,2016,9,0
23,4,7,2,2016,26.7,0
23,4,8,2,2016,28.2,0
23,4,15,2,2016,40.9,0
23,4,7,3,2016,15.5,0
23,4,8,3,2016,16.3,0
23,4,15,3,2016,22.9,0
23,4,7,5,2016,17.3,0
23,4,8,5,2016,15.7,0
23,4,15,5,2016,22.6,0
23,4,7,4,2016,18,0
23,4,8,4,2016,20.2,0
23,4,15,4,2016,26.6,0
23,4,7,6,2016,12.1,0
23,4,8,6,2016,12.7,0
23,4,15,6,2016,21,0
23,5,11,2,2016,30.8,0
23,5,14,2,2016,15.1,0
23,5,11,3,2016,18.4,0
23,5,14,3,2016,6.3,0
23,5,11,5,2016,19.2,0
23,5,14,5,2016,7.2,0
23,5,11,4,2016,21.2,0
23,5,14,4,2016,10.6,0
23,5,11,6,2016,14.3,0
23,5,14,6,2016,5.9,0
24,2,6,1,2012,3.5,0
24,3,5,1,2012,5,0
24,1,3,1,2012,5.2,0
24,4,15,1,2012,5.6,0
24,4,7,1,2012,6.2,0
24,3,4,1,2012,6.5,0
24,1,2,1,2012,6.6,0
24,5,14,1,2012,6.8,0
24,2,10,1,2012,6.9,0
24,5,11,1,2012,6.9,0
24,2,12,1,2012,7.2,0
24,4,8,1,2012,7.5,0
24,3,13,1,2012,8.2,0
24,1,1,1,2012,8.5,0
24,2,9,1,2012,9.9,0
24,1,1,2,2012,44.1,0
24,1,2,2,2012,41.5,0
24,1,3,2,2012,33.3,0
24,1,1,3,2012,22.5,0
24,1,2,3,2012,19.7,0
24,1,3,3,2012,16.2,0
24,1,1,5,2012,14.9,0
24,1,2,5,2012,14.4,0
24,1,3,5,2012,12.8,0
24,1,1,4,2012,32.8,0
24,1,2,4,2012,31.2,0
24,1,3,4,2012,22.9,0
24,1,1,6,2012,7.4,0
24,1,2,6,2012,5.1,0
24,1,3,6,2012,5,0
24,2,6,2,2012,23.5,0
24,2,9,2,2012,37.4,0
24,2,10,2,2012,40.1,0
24,2,12,2,2012,43.6,0
24,2,6,3,2012,11.3,0
24,2,9,3,2012,21.3,0
24,2,10,3,2012,20.7,0
24,2,12,3,2012,21,0
24,2,6,5,2012,6.3,0
24,2,9,5,2012,16.3,0
24,2,10,5,2012,17.7,0
24,2,12,5,2012,14.8,0
24,2,6,4,2012,16.4,0
24,2,9,4,2012,26.3,0
24,2,10,4,2012,28.3,0
24,2,12,4,2012,32.4,0
24,2,6,6,2012,1.7,0
24,2,9,6,2012,15.7,0
24,2,10,6,2012,7.3,0
24,2,12,6,2012,5.5,0
24,3,4,2,2012,39.5,0
24,3,5,2,2012,44.1,0
24,3,13,2,2012,39.6,0
24,3,4,3,2012,20.1,0
24,3,5,3,2012,16.5,0
24,3,13,3,2012,18.8,0
24,3,4,5,2012,14.1,0
24,3,5,5,2012,13.3,0
24,3,13,5,2012,14.1,0
24,3,4,4,2012,28.5,0
24,3,5,4,2012,37.8,0
24,3,13,4,2012,29.3,0
24,3,4,6,2012,5.4,0
24,3,5,6,2012,6.8,0
24,3,13,6,2012,7.1,0
24,4,7,2,2012,38.6,0
24,4,8,2,2012,40.3,0
24,4,15,2,2012,42.8,0
24,4,7,3,2012,18.3,0
24,4,8,3,2012,20.7,0
24,4,15,3,2012,20.3,0
24,4,7,5,2012,14.7,0
24,4,8,5,2012,13,0
24,4,15,5,2012,16.3,0
24,4,7,4,2012,27.3,0
24,4,8,4,2012,30.5,0
24,4,15,4,2012,30.7,0
24,4,7,6,2012,5,0
24,4,8,6,2012,7.2,0
24,4,15,6,2012,3.6,0
24,5,11,2,2012,46.5,0
24,5,14,2,2012,38.7,0
24,5,11,3,2012,22,0
24,5,14,3,2012,19.2,0
24,5,11,5,2012,16.3,0
24,5,14,5,2012,13.7,0
24,5,11,4,2012,35.4,0
24,5,14,4,2012,28.1,0
24,5,11,6,2012,6.7,0
24,5,14,6,2012,5.8,0
25,2,6,1,2013,2.3,0
25,1,3,1,2013,3.1,0
25,4,7,1,2013,3.5,0
25,4,15,1,2013,3.9,0
25,5,14,1,2013,4.2,0
25,1,2,1,2013,4.3,0
25,3,4,1,2013,4.3,0
25,2,9,1,2013,4.7,0
25,2,12,1,2013,7,0
25,4,8,1,2013,8.1,0
25,1,1,1,2013,9.1,0
25,3,13,1,2013,9.7,0
25,5,11,1,2013,9.7,0
25,2,10,1,2013,10.2,0
25,3,5,1,2013,10.7,0
25,1,1,2,2013,38.8,0
25,1,2,2,2013,30.5,0
25,1,3,2,2013,25,0
25,1,1,3,2013,14.3,0
25,1,2,3,2013,9.7,0
25,1,3,3,2013,7.7,0
25,1,1,5,2013,26.2,0
25,1,2,5,2013,17.4,0
25,1,3,5,2013,14.5,0
25,1,1,4,2013,22.4,0
25,1,2,4,2013,16.9,0
25,1,3,4,2013,14.5,0
25,1,1,6,2013,23.4,0
25,1,2,6,2013,16.3,0
25,1,3,6,2013,14.8,0
25,2,6,2,2013,15.4,0
25,2,9,2,2013,35.2,0
25,2,10,2,2013,41.9,0
25,2,12,2,2013,32.5,0
25,2,6,3,2013,2.7,0
25,2,9,3,2013,12,0
25,2,10,3,2013,16.6,0
25,2,12,3,2013,11.1,0
25,2,6,5,2013,8.3,0
25,2,9,5,2013,24.6,0
25,2,10,5,2013,27.9,0
25,2,12,5,2013,18.8,0
25,2,6,4,2013,10.2,0
25,2,9,4,2013,19.9,0
25,2,10,4,2013,23,0
25,2,12,4,2013,18.8,0
25,2,6,6,2013,4.6,0
25,2,9,6,2013,23.4,0
25,2,10,6,2013,26.4,0
25,2,12,6,2013,17.4,0
25,3,4,2,2013,30.3,0
25,3,5,2,2013,47.4,0
25,3,13,2,2013,35.4,0
25,3,4,3,2013,9.8,0
25,3,5,3,2013,20.7,0
25,3,13,3,2013,12.3,0
25,3,4,5,2013,17.8,0
25,3,5,5,2013,35.3,0
25,3,13,5,2013,24.1,0
25,3,4,4,2013,16.8,0
25,3,5,4,2013,30.5,0
25,3,13,4,2013,20.6,0
25,3,4,6,2013,18.2,0
25,3,5,6,2013,25.7,0
25,3,13,6,2013,20,0
25,4,7,2,2013,26.6,0
25,4,8,2,2013,37.2,0
25,4,15,2,2013,26.4,0
25,4,7,3,2013,7.9,0
25,4,8,3,2013,13.6,0
25,4,15,3,2013,6.7,0
25,4,7,5,2013,14.7,0
25,4,8,5,2013,24.7,0
25,4,15,5,2013,17.2,0
25,4,7,4,2013,14.8,0
25,4,8,4,2013,21.5,0
25,4,15,4,2013,17.7,0
25,4,7,6,2013,15.1,0
25,4,8,6,2013,22,0
25,4,15,6,2013,16.1,0
25,5,11,2,2013,40.8,0
25,5,14,2,2013,28.3,0
25,5,11,3,2013,15.6,0
25,5,14,3,2013,8.8,0
25,5,11,5,2013,27.2,0
25,5,14,5,2013,17,0
25,5,11,4,2013,24.4,0
25,5,14,4,2013,15.6,0
25,5,11,6,2013,24.7,0
25,5,14,6,2013,16,0
26,4,15,1,2014,0.6,0
26,2,6,1,2014,0.9,0
26,1,3,1,2014,1.3,0
26,1,2,1,2014,1.7,0
26,4,7,1,2014,1.7,0
26,5,14,1,2014,2,0
26,3,4,1,2014,2.6,0
26,3,13,1,2014,2.7,0
26,2,12,1,2014,2.8,0
26,5,11,1,2014,3.9,0
26,2,9,1,2014,4,0
26,2,10,1,2014,4.1,0
26,4,8,1,2014,4.2,0
26,1,1,1,2014,5.2,0
26,3,5,1,2014,5.2,0
26,1,1,2,2014,18.8,0
26,1,2,2,2014,10.2,0
26,1,3,2,2014,8.8,0
26,1,1,3,2014,9,0
26,1,2,3,2014,3.9,0
26,1,3,3,2014,4.1,0
26,1,1,5,2014,9.9,0
26,1,2,5,2014,5.2,0
26,1,3,5,2014,4.2,0
26,1,1,4,2014,11.8,0
26,1,2,4,2014,7.6,0
26,1,3,4,2014,5.4,0
26,1,1,6,2014,7,0
26,1,2,6,2014,3.4,0
26,1,3,6,2014,3.5,0
26,2,6,2,2014,3.1,0
26,2,9,2,2014,23.5,0
26,2,10,2,2014,18.4,0
26,2,12,2,2014,12,0
26,2,6,3,2014,1.6,0
26,2,9,3,2014,9,0
26,2,10,3,2014,9.6,0
26,2,12,3,2014,5.4,0
26,2,6,5,2014,1.7,0
26,2,9,5,2014,15.5,0
26,2,10,5,2014,8.8,0
26,2,12,5,2014,5.8,0
26,2,6,4,2014,1.8,0
26,2,9,4,2014,15.7,0
26,2,10,4,2014,12.8,0
26,2,12,4,2014,7.6,0
26,2,6,6,2014,1.5,0
26,2,9,6,2014,12.8,0
26,2,10,6,2014,6.7,0
26,2,12,6,2014,3.8,0
26,3,4,2,2014,11.9,0
26,3,5,2,2014,19.9,0
26,3,13,2,2014,13.7,0
26,3,4,3,2014,5.6,0
26,3,5,3,2014,8.4,0
26,3,13,3,2014,5.6,0
26,3,4,5,2014,6.3,0
26,3,5,5,2014,10.3,0
26,3,13,5,2014,5.9,0
26,3,4,4,2014,8.1,0
26,3,5,4,2014,13.6,0
26,3,13,4,2014,6.7,0
26,3,4,6,2014,4.4,0
26,3,5,6,2014,6.2,0
26,3,13,6,2014,5.6,0
26,4,7,2,2014,10,0
26,4,8,2,2014,16.3,0
26,4,15,2,2014,7.6,0
26,4,7,3,2014,4.4,0
26,4,8,3,2014,7.5,0
26,4,15,3,2014,3.5,0
26,4,7,5,2014,5.2,0
26,4,8,5,2014,8.4,0
26,4,15,5,2014,3.6,0
26,4,7,4,2014,6.4,0
26,4,8,4,2014,10.6,0
26,4,15,4,2014,5.7,0
26,4,7,6,2014,3.5,0
26,4,8,6,2014,6.1,0
26,4,15,6,2014,3.8,0
26,5,11,2,2014,16.9,0
26,5,14,2,2014,9.4,0
26,5,11,3,2014,7.9,0
26,5,14,3,2014,4,0
26,5,11,5,2014,9,0
26,5,14,5,2014,4.6,0
26,5,11,4,2014,11.4,0
26,5,14,4,2014,5.8,0
26,5,11,6,2014,6.6,0
26,5,14,6,2014,3.2,0
27,2,6,1,2014,0.3,1
27,1,2,1,2014,0.5,1
27,1,3,1,2014,0.5,1
27,4,7,1,2014,0.5,1
27,2,9,1,2014,0.9,1
27,2,12,1,2014,1,1
27,5,14,1,2014,1.1,1
27,3,4,1,2014,1.2,1
27,3,5,1,2014,1.3,1
27,5,11,1,2014,1.4,1
27,4,15,1,2014,1.6,1
27,2,10,1,2014,1.8,1
27,3,13,1,2014,1.8,1
27,1,1,1,2014,2.3,1
27,4,8,1,2014,2.3,1
27,1,1,2,2014,10.5,1
27,1,2,2,2014,4.5,1
27,1,3,2,2014,4.9,1
27,1,1,3,2014,3.9,1
27,1,2,3,2014,1.1,1
27,1,3,3,2014,1.8,1
27,1,1,5,2014,2.8,1
27,1,2,5,2014,1.3,1
27,1,3,5,2014,1.6,1
27,1,1,4,2014,6.6,1
27,1,2,4,2014,2.5,1
27,1,3,4,2014,2.5,1
27,1,1,6,2014,1.7,1
27,1,2,6,2014,1.2,1
27,1,3,6,2014,1.3,1
27,2,6,2,2014,1.8,1
27,2,9,2,2014,8.7,1
27,2,10,2,2014,8.1,1
27,2,12,2,2014,7.2,1
27,2,6,3,2014,0.5,1
27,2,9,3,2014,2.1,1
27,2,10,3,2014,2.8,1
27,2,12,3,2014,2.7,1
27,2,6,5,2014,0.2,1
27,2,9,5,2014,2.4,1
27,2,10,5,2014,2.7,1
27,2,12,5,2014,1.6,1
27,2,6,4,2014,1.1,1
27,2,9,4,2014,5.1,1
27,2,10,4,2014,4.9,1
27,2,12,4,2014,4.1,1
27,2,6,6,2014,0.4,1
27,2,9,6,2014,1,1
27,2,10,6,2014,1.8,1
27,2,12,6,2014,1.4,1
27,3,4,2,2014,6.6,1
27,3,5,2,2014,10.5,1
27,3,13,2,2014,12.7,1
27,3,4,3,2014,2.3,1
27,3,5,3,2014,2.2,1
27,3,13,3,2014,5.2,1
27,3,4,5,2014,1.9,1
27,3,5,5,2014,2.6,1
27,3,13,5,2014,3.3,1
27,3,4,4,2014,3.9,1
27,3,5,4,2014,7.2,1
27,3,13,4,2014,6.9,1
27,3,4,6,2014,1.4,1
27,3,5,6,2014,1.6,1
27,3,13,6,2014,2.5,1
27,4,7,2,2014,4.9,1
27,4,8,2,2014,10.5,1
27,4,15,2,2014,6.2,1
27,4,7,3,2014,1.6,1
27,4,8,3,2014,3.7,1
27,4,15,3,2014,3.2,1
27,4,7,5,2014,1.5,1
27,4,8,5,2014,2.9,1
27,4,15,5,2014,0.9,1
27,4,7,4,2014,2.7,1
27,4,8,4,2014,6.5,1
27,4,15,4,2014,3.3,1
27,4,7,6,2014,1.4,1
27,4,8,6,2014,1.6,1
27,4,15,6,2014,1.6,1
27,5,11,2,2014,8.3,1
27,5,14,2,2014,6.1,1
27,5,11,3,2014,3.1,1
27,5,14,3,2014,1.9,1
27,5,11,5,2014,2.6,1
27,5,14,5,2014,1.4,1
27,5,11,4,2014,4.8,1
27,5,14,4,2014,3.7,1
27,5,11,6,2014,1.6,1
27,5,14,6,2014,1.3,1
28,2,6,1,2018,9.2,0
28,2,12,1,2018,13,0
28,1,2,1,2018,13.9,0
28,5,14,1,2018,13.9,0
28,4,7,1,2018,14,0
28,1,3,1,2018,14.6,0
28,3,5,1,2018,15.7,0
28,3,4,1,2018,16.6,0
28,4,15,1,2018,18.8,0
28,5,11,1,2018,19.2,0
28,2,9,1,2018,19.7,0
28,4,8,1,2018,19.8,0
28,1,1,1,2018,20.7,0
28,3,13,1,2018,20.7,0
28,2,10,1,2018,22,0
28,1,1,2,2018,56,0
28,1,2,2,2018,57.1,0
28,1,3,2,2018,53.2,0
28,1,1,3,2018,34.4,0
28,1,2,3,2018,32,0
28,1,3,3,2018,29.9,0
28,1,1,5,2018,37.4,0
28,1,2,5,2018,39.1,0
28,1,3,5,2018,36.8,0
28,1,1,4,2018,43.3,0
28,1,2,4,2018,43.8,0
28,1,3,4,2018,42.9,0
28,1,1,6,2018,26,0
28,1,2,6,2018,24.4,0
28,1,3,6,2018,25.9,0
28,2,6,2,2018,39.9,0
28,2,9,2,2018,64.5,0
28,2,10,2,2018,54.8,0
28,2,12,2,2018,47.3,0
28,2,6,3,2018,20.4,0
28,2,9,3,2018,39.8,0
28,2,10,3,2018,29.8,0
28,2,12,3,2018,26.4,0
28,2,6,5,2018,23.8,0
28,2,9,5,2018,47.3,0
28,2,10,5,2018,35.9,0
28,2,12,5,2018,28.7,0
28,2,6,4,2018,30.9,0
28,2,9,4,2018,50.2,0
28,2,10,4,2018,43,0
28,2,12,4,2018,37.5,0
28,2,6,6,2018,10.7,0
28,2,9,6,2018,34,0
28,2,10,6,2018,27.5,0
28,2,12,6,2018,17,0
28,3,4,2,2018,55.5,0
28,3,5,2,2018,56.4,0
28,3,13,2,2018,52.2,0
28,3,4,3,2018,32.9,0
28,3,5,3,2018,32,0
28,3,13,3,2018,31.3,0
28,3,4,5,2018,38.8,0
28,3,5,5,2018,37.4,0
28,3,13,5,2018,34.6,0
28,3,4,4,2018,44.3,0
28,3,5,4,2018,42.6,0
28,3,13,4,2018,41.9,0
28,3,4,6,2018,25.5,0
28,3,5,6,2018,27.1,0
28,3,13,6,2018,21.7,0
28,4,7,2,2018,55.4,0
28,4,8,2,2018,55.4,0
28,4,15,2,2018,55.4,0
28,4,7,3,2018,30.9,0
28,4,8,3,2018,33.6,0
28,4,15,3,2018,37.5,0
28,4,7,5,2018,39.5,0
28,4,8,5,2018,35.9,0
28,4,15,5,2018,32.5,0
28,4,7,4,2018,43.9,0
28,4,8,4,2018,42.6,0
28,4,15,4,2018,50.9,0
28,4,7,6,2018,25.4,0
28,4,8,6,2018,25.4,0
28,4,15,6,2018,37.6,0
28,5,11,2,2018,60.4,0
28,5,14,2,2018,48.8,0
28,5,11,3,2018,38,0
28,5,14,3,2018,25,0
28,5,11,5,2018,43.6,0
28,5,14,5,2018,29.9,0
28,5,11,4,2018,47.7,0
28,5,14,4,2018,37.6,0
28,5,11,6,2018,29.2,0
28,5,14,6,2018,20.7,0
29,2,6,1,2009,0.1,1
29,5,14,1,2009,2.3,1
29,4,7,1,2009,3,1
29,1,2,1,2009,3.1,1
29,3,5,1,2009,3.2,1
29,2,12,1,2009,3.3,1
29,1,3,1,2009,3.6,1
29,2,9,1,2009,3.7,1
29,3,4,1,2009,3.8,1
29,3,13,1,2009,4.4,1
29,5,11,1,2009,4.4,1
29,4,15,1,2009,4.5,1
